image_id,filename,file_number,scanner,scanner_label,num_mitoses,mitosis_coords,width,height
115,115.tiff,115,Aperio-CS2,Scanner_C,11,"[[2533, 386, 2583, 436], [6137, 517, 6187, 567], [6147, 615, 6197, 665], [561, 1168, 611, 1218], [2236, 1412, 2286, 1462], [2653, 2943, 2703, 2993], [5564, 2536, 5614, 2586], [3288, 3279, 3338, 3329], [2454, 4326, 2504, 4376], [1804, 2493.5, 1854, 2543.5], [4913.5, 2749.5, 4963.5, 2799.5]]",6525,4841
116,116.tiff,116,Aperio-CS2,Scanner_C,26,"[[2341, 627, 2391, 677], [3146, 130, 3196, 180], [5105, 259, 5155, 309], [390, 1140, 440, 1190], [2042, 1374, 2092, 1424], [3106, 878, 3156, 928], [2970, 1583, 3020, 1633], [6072, 1761, 6122, 1811], [4497, 1188, 4547, 1238], [1612, 2861, 1662, 2911], [2288, 3292, 2338, 3342], [2789, 3732, 2839, 3782], [2952, 3868, 3002, 3918], [3958, 3357, 4008, 3407], [5505, 4487, 5555, 4537], [4081, 4659, 4131, 4709], [5859, 4583, 5909, 4633], [2611, 715, 2661, 765], [4900, 3160, 4950, 3210], [2182, 2766.5, 2232, 2816.5], [3725.5, 3480.5, 3775.5, 3530.5], [841, 199, 891, 249], [2075, 1975, 2125, 2025], [2834, 2773.5, 2884, 2823.5], [5221, 889, 5271, 939], [5992.5, 3762, 6042.5, 3812]]",6447,4880
117,117.tiff,117,Aperio-CS2,Scanner_C,13,"[[2903, 28, 2953, 78], [4371, 776, 4421, 826], [6415, 979, 6465, 1029], [-13, 2083, 37, 2133], [5929, 2436, 5979, 2486], [4142, 3762, 4192, 3812], [797, 4087, 847, 4137], [2024, 4207, 2074, 4257], [3622, 4694, 3672, 4744], [1426.5, 1773.5, 1476.5, 1823.5], [5024.5, 1801.5, 5074.5, 1851.5], [211.5, 1934.5, 261.5, 1984.5], [113, 664.5, 163, 714.5]]",6485,4793
118,118.tiff,118,Aperio-CS2,Scanner_C,31,"[[2942, 74, 2992, 124], [1328, 113, 1378, 163], [1021, 1081, 1071, 1131], [3230, 189, 3280, 239], [4245, 231, 4295, 281], [5776, 491, 5826, 541], [4743, 513, 4793, 563], [920, 1486, 970, 1536], [6035, 957, 6085, 1007], [6120, 884, 6170, 934], [1755, 1611, 1805, 1661], [4740, 2322, 4790, 2372], [199, 2626, 249, 2676], [1619, 2454, 1669, 2504], [4635, 2491, 4685, 2541], [4838, 2422, 4888, 2472], [5123, 2418, 5173, 2468], [6390, 2802, 6440, 2852], [405, 3706, 455, 3756], [4324, 3597, 4374, 3647], [1499, 4629, 1549, 4679], [4660, 4297, 4710, 4347], [3869, 4437, 3919, 4487], [2054.5, 779, 2104.5, 829], [4733, 3975, 4783, 4025], [706, 2922, 756, 2972], [2126, 2536, 2176, 2586], [83.5, 1027.5, 133.5, 1077.5], [3052, 38, 3102, 88], [3267, 3099.5, 3317, 3149.5], [5592.5, 4138.5, 5642.5, 4188.5]]",6461,4823
119,119.tiff,119,Aperio-CS2,Scanner_C,3,"[[6346, 1121, 6396, 1171], [842, 2126, 892, 2176], [4475, 3525, 4525, 3575]]",6469,4846
120,120.tiff,120,Aperio-CS2,Scanner_C,12,"[[422, 646, 472, 696], [2353, 1083, 2403, 1133], [269, 2862, 319, 2912], [4903, 2679, 4953, 2729], [5670, 3255, 5720, 3305], [5860, 3072, 5910, 3122], [4948, 3099, 4998, 3149], [2077, 3570, 2127, 3620], [1416, 4598, 1466, 4648], [5813, 4711, 5863, 4761], [2452, 3330, 2502, 3380], [458, 1771.5, 508, 1821.5]]",6463,4857
121,121.tiff,121,Aperio-CS2,Scanner_C,67,"[[2269, 258, 2319, 308], [1356, 279, 1406, 329], [924, 358, 974, 408], [395, 558, 445, 608], [663, 1064, 713, 1114], [5953, 772, 6003, 822], [436, 1258, 486, 1308], [388, 1088, 438, 1138], [2947, 1041, 2997, 1091], [3138, 1562, 3188, 1612], [4778, 1426, 4828, 1476], [5215, 1475, 5265, 1525], [5747, 1390, 5797, 1440], [5741, 879, 5791, 929], [5761, 1136, 5811, 1186], [4825, 1222, 4875, 1272], [6076, 863, 6126, 913], [6172, 779, 6222, 829], [6097, 1433, 6147, 1483], [1150, 1983, 1200, 2033], [3655, 1583, 3705, 1633], [4547, 1894, 4597, 1944], [5293, 2143, 5343, 2193], [6389, 2217, 6439, 2267], [5954, 1961, 6004, 2011], [6092, 1682, 6142, 1732], [6343, 2307, 6393, 2357], [5689, 1851, 5739, 1901], [2673, 2595, 2723, 2645], [2573, 2706, 2623, 2756], [2442, 2938, 2492, 2988], [1918, 2655, 1968, 2705], [1602, 2677, 1652, 2727], [1048, 2276, 1098, 2326], [3157, 2965, 3207, 3015], [3353, 2459, 3403, 2509], [3929, 2478, 3979, 2528], [4042, 2759, 4092, 2809], [4238, 2468, 4288, 2518], [3492, 2493, 3542, 2543], [3542, 2384, 3592, 2434], [3617, 3054, 3667, 3104], [2915, 3428, 2965, 3478], [3562, 3324, 3612, 3374], [4526, 3033, 4576, 3083], [1657, 3447, 1707, 3497], [4574, 3656, 4624, 3706], [5083, 3678, 5133, 3728], [5325, 3160, 5375, 3210], [6420, 3294, 6470, 3344], [6281, 3167, 6331, 3217], [5810, 3859, 5860, 3909], [5511, 4037, 5561, 4087], [5685, 4178, 5735, 4228], [5285, 4116, 5335, 4166], [4247, 4172, 4297, 4222], [4261, 4025, 4311, 4075], [4834, 4387, 4884, 4437], [4575, 4353, 4625, 4403], [6107, 4151, 6157, 4201], [6236, 4101, 6286, 4151], [1975, 4627, 2025, 4677], [6107, 4724, 6157, 4774], [5185, 4370.5, 5235, 4420.5], [2574, 3952, 2624, 4002], [2591, 3731, 2641, 3781], [598, 1150, 648, 1200]]",6463,4837
122,122.tiff,122,Aperio-CS2,Scanner_C,12,"[[5552, 2410, 5602, 2460], [4788, 3005, 4838, 3055], [6417, 2349, 6467, 2399], [1736, 3511, 1786, 3561], [1900, 3591, 1950, 3641], [1762, 3711, 1812, 3761], [1667, 3258, 1717, 3308], [3283, 3532, 3333, 3582], [3632, 3650, 3682, 3700], [3893, 3623, 3943, 3673], [3179, 4024, 3229, 4074], [2936, 1697, 2986, 1747]]",6462,4869
123,123.tiff,123,Aperio-CS2,Scanner_C,87,"[[2707, 727, 2757, 777], [2540, 84, 2590, 134], [485, 605, 535, 655], [821, 577, 871, 627], [769, 37, 819, 87], [3170, 363, 3220, 413], [3253, 116, 3303, 166], [3239, 30, 3289, 80], [3556, 30, 3606, 80], [3984, 450, 4034, 500], [4326, 407, 4376, 457], [4854, 265, 4904, 315], [6139, 217, 6189, 267], [816, 964, 866, 1014], [580, 1109, 630, 1159], [200, 932, 250, 982], [104, 1524, 154, 1574], [1812, 999, 1862, 1049], [2243, 1225, 2293, 1275], [2570, 1487, 2620, 1537], [2543, 1580, 2593, 1630], [1908, 1738, 1958, 1788], [1857, 1126, 1907, 1176], [3720, 1954, 3770, 2004], [3671, 1838, 3721, 1888], [3026, 1413, 3076, 1463], [3347, 1852, 3397, 1902], [3288, 1049, 3338, 1099], [168, 1976, 218, 2026], [1300, 2221, 1350, 2271], [1407, 1719, 1457, 1769], [1198, 1644, 1248, 1694], [831, 1926, 881, 1976], [1928, 2204, 1978, 2254], [2259, 2207, 2309, 2257], [2407, 2005, 2457, 2055], [3797, 2091, 3847, 2141], [4990, 2020, 5040, 2070], [6417, 2131, 6467, 2181], [1418, 2540, 1468, 2590], [433, 2783, 483, 2833], [2274, 3065, 2324, 3115], [2865, 3116, 2915, 3166], [2906, 2735, 2956, 2785], [1692, 3324, 1742, 3374], [2046, 3227, 2096, 3277], [1361, 3497, 1411, 3547], [3814, 2846, 3864, 2896], [4707, 2842, 4757, 2892], [4632, 2702, 4682, 2752], [5070, 2741, 5120, 2791], [5344, 2989, 5394, 3039], [5354, 3128, 5404, 3178], [4460, 3248, 4510, 3298], [779, 3723, 829, 3773], [1724, 3812, 1774, 3862], [3335, 3551, 3385, 3601], [3751, 3746, 3801, 3796], [4785, 3525, 4835, 3575], [5745, 3416, 5795, 3466], [5650, 3483, 5700, 3533], [4727, 3804, 4777, 3854], [4612, 3765, 4662, 3815], [3123, 4442, 3173, 4492], [3891, 4315, 3941, 4365], [4161, 4150, 4211, 4200], [4278, 4611, 4328, 4661], [4669, 4013, 4719, 4063], [4541, 4339, 4591, 4389], [4327, 3951, 4377, 4001], [4558, 3836, 4608, 3886], [4949, 4365, 4999, 4415], [5756, 3952, 5806, 4002], [6261, 4033, 6311, 4083], [6408, 4148, 6458, 4198], [6089, 4101, 6139, 4151], [6010, 4577, 6060, 4627], [1942, 4766, 1992, 4816], [4820, 4779, 4870, 4829], [1228, 4555, 1278, 4605], [4508.5, 3604.5, 4558.5, 3654.5], [2016.5, 3307, 2066.5, 3357], [98, 1589, 148, 1639], [3602, 3760, 3652, 3810], [2660, 3262, 2710, 3312], [4829, 2089.5, 4879, 2139.5], [3865, 834.5, 3915, 884.5]]",6476,4828
124,124.tiff,124,Aperio-CS2,Scanner_C,10,"[[2454, 379, 2504, 429], [3153, 704, 3203, 754], [5895, 177, 5945, 227], [1206, 790, 1256, 840], [3696, 1505, 3746, 1555], [2731, 1745, 2781, 1795], [6105, 1940, 6155, 1990], [767, 4739, 817, 4789], [1045, 4639, 1095, 4689], [2788, 4512, 2838, 4562]]",6480,4797
125,125.tiff,125,Aperio-CS2,Scanner_C,17,"[[480, 669, 530, 719], [291, 607, 341, 657], [95, 1009, 145, 1059], [3452, 1267, 3502, 1317], [1730, 1743, 1780, 1793], [1509, 1771, 1559, 1821], [4573, 2323, 4623, 2373], [6469, 1663, 6519, 1713], [1306, 2680, 1356, 2730], [2099, 2874, 2149, 2924], [5157, 2497, 5207, 2547], [1736, 3346, 1786, 3396], [4059, 3557, 4109, 3607], [5628, 4485, 5678, 4535], [5704, 4747, 5754, 4797], [3912, 3934, 3962, 3984], [1264.5, 1317.5, 1314.5, 1367.5]]",6525,4845
126,126.tiff,126,Aperio-CS2,Scanner_C,25,"[[2366, 502, 2416, 552], [2003, 779, 2053, 829], [6271, 732, 6321, 782], [74, 1211, 124, 1261], [1832, 1548, 1882, 1598], [2427, 1278, 2477, 1328], [1180, 2256, 1230, 2306], [2683, 1613, 2733, 1663], [1584, 1820, 1634, 1870], [1904, 2599, 1954, 2649], [1689, 2514, 1739, 2564], [3323, 2977, 3373, 3027], [3049, 2992, 3099, 3042], [693, 3292, 743, 3342], [1934, 3266, 1984, 3316], [1758, 3343, 1808, 3393], [830, 3964, 880, 4014], [1047, 3953, 1097, 4003], [3236, 3899, 3286, 3949], [1376, 4786, 1426, 4836], [1122, 4678, 1172, 4728], [5393, 4726, 5443, 4776], [5577, 4583, 5627, 4633], [5255, 4724, 5305, 4774], [2860, 2773, 2910, 2823]]",6439,4844
127,127.tiff,127,Aperio-CS2,Scanner_C,13,"[[2741, 617, 2791, 667], [2437, 294, 2487, 344], [903, 1413, 953, 1463], [2019, 1257, 2069, 1307], [2328, 995, 2378, 1045], [2604, 822, 2654, 872], [2750, 816, 2800, 866], [2707, 1104, 2757, 1154], [4027, 2190, 4077, 2240], [239, 2939, 289, 2989], [3062, 4781, 3112, 4831], [3287, 4642, 3337, 4692], [4384, 4715, 4434, 4765]]",6509,4858
